"order_id","order_date","ship_date","ship_mode_id","customer_id","city_id","postal_code"
"CA-2018-143637","2018/3/24","2018/3/29","3","MS-17710","191","93727"
"CA-2018-145317","2018/3/18","2018/3/23","4","SM-20320","252","32216"
"CA-2019-144253","2019/5/4","2019/5/9","3","AS-10225","381","10024"
"CA-2021-163874","2021/11/10","2021/11/12","3","NC-18535","518","98105"
"US-2018-112991","2018/12/10","2018/12/14","4","SH-19975","72","83605"
"CA-2021-100426","2021/6/4","2021/6/8","4","DC-12850","178","35630"
"CA-2021-133046","2021/7/27","2021/8/1","3","DK-13375","518","98115"
"CA-2021-124765","2021/11/25","2021/11/30","4","HZ-14950","182","33311"
"US-2019-126977","2019/9/17","2019/9/23","4","PF-19120","381","10035"
"CA-2021-139913","2021/10/23","2021/10/29","4","JC-16105","473","14609"
"CA-2019-145814","2019/11/19","2019/11/24","4","KD-16345","381","10035"
"CA-2021-158246","2021/11/9","2021/11/11","1","JB-15400","539","94086"
"CA-2021-129028","2021/4/1","2021/4/3","1","GB-14530","180","29501"
"CA-2018-101602","2018/12/15","2018/12/18","1","MC-18100","160","79907"
"CA-2021-133235","2021/8/1","2021/8/4","1","LH-16750","85","28205"
"US-2020-150567","2020/5/17","2020/5/21","4","RP-19855","14","32712"
"US-2018-155502","2018/1/26","2018/1/31","4","SD-20485","5","22304"
"CA-2020-134789","2020/4/8","2020/4/15","4","CK-12325","239","71901"
"CA-2020-125920","2020/5/21","2020/5/28","4","SH-19975","91","60610"
"CA-2021-131618","2021/6/17","2021/6/20","1","LS-17200","523","60076"
"CA-2021-136350","2021/6/24","2021/6/26","3","GA-14515","381","10011"
"US-2019-118766","2019/10/15","2019/10/22","4","LS-16975","127","75217"
"CA-2018-155264","2018/10/19","2018/10/22","3","RP-19270","504","94110"
"CA-2019-110814","2019/12/5","2019/12/9","3","BD-11635","381","10009"
"US-2018-123183","2018/11/19","2018/11/25","4","GR-14560","593","19805"
"CA-2020-121370","2020/11/14","2020/11/19","3","EB-14110","431","19134"
"CA-2020-147585","2020/11/7","2020/11/12","4","CB-12535","504","94110"
"CA-2018-122070","2018/4/22","2018/4/24","3","AH-10030","558","12180"
"CA-2018-126200","2018/8/25","2018/8/29","4","JE-15715","240","77070"
"CA-2018-143917","2018/7/25","2018/7/27","3","KL-16645","504","94122"
"CA-2021-121412","2021/9/23","2021/9/27","4","BG-11695","314","80027"
"CA-2018-103317","2018/7/5","2018/7/8","1","DM-13525","415","32137"
"CA-2021-151218","2021/6/20","2021/6/23","1","PJ-19015","344","33180"
"CA-2020-102792","2020/12/13","2020/12/19","4","JC-15340","470","92503"
"CA-2020-159989","2020/12/9","2020/12/13","4","EB-13870","186","37064"
"CA-2018-125997","2018/9/20","2018/9/23","1","MW-18220","381","10011"
"CA-2020-164154","2020/9/11","2020/9/17","4","NZ-18565","555","43615"
"US-2021-148831","2021/10/13","2021/10/15","1","AH-10210","315","40214"
"CA-2018-100006","2018/9/7","2018/9/13","4","DK-13375","381","10024"
"CA-2021-141873","2021/10/9","2021/10/14","4","HG-14845","381","10024"
"CA-2019-161445","2019/9/7","2019/9/9","3","CC-12610","151","27707"
"CA-2020-129280","2020/5/3","2020/5/5","1","SM-20905","383","43055"
"CA-2019-119102","2019/5/23","2019/5/27","4","KH-16690","600","2895"
"CA-2021-146185","2021/9/15","2021/9/19","4","CC-12145","240","77095"
"CA-2021-134096","2021/9/24","2021/9/29","4","PP-18955","235","33021"
"CA-2021-158407","2021/6/4","2021/6/10","4","LW-16990","358","28110"
"CA-2020-133711","2020/11/26","2020/11/29","1","MC-17425","355","36608"
"CA-2021-148985","2021/11/11","2021/11/15","3","TB-21190","313","90045"
"CA-2018-127936","2018/9/2","2018/9/4","1","CL-12565","381","10009"
"CA-2018-133543","2018/12/22","2018/12/26","4","KM-16660","506","95123"
"CA-2020-152072","2020/1/15","2020/1/19","4","Dp-13240","586","7090"
"CA-2021-162929","2021/11/19","2021/11/22","1","AS-10135","381","10035"
"CA-2020-136231","2020/9/5","2020/9/7","3","DM-13015","256","37604"
"US-2020-131114","2020/12/9","2020/12/13","3","RW-19630","91","60610"
"CA-2020-101791","2020/5/27","2020/5/31","4","BS-11665","91","60623"
"CA-2020-165918","2020/9/10","2020/9/14","4","BD-11770","158","98026"
"CA-2020-153185","2020/9/3","2020/9/8","4","MH-17620","94","45231"
"CA-2020-127649","2020/10/7","2020/10/9","1","DL-13495","529","99207"
"CA-2020-114972","2020/11/3","2020/11/6","1","PF-19225","313","90032"
"US-2019-165743","2019/11/20","2019/11/23","3","MM-18055","29","80013"
"CA-2021-141782","2021/1/21","2021/1/25","4","BE-11410","30","60505"
"CA-2021-118731","2021/11/20","2021/11/22","3","LP-17080","504","94110"
"CA-2020-165561","2020/11/24","2020/11/28","4","CR-12580","42","98006"
"CA-2019-149342","2019/4/20","2019/4/25","4","TS-21160","108","31907"
"CA-2021-158386","2021/10/16","2021/10/21","4","BO-11425","467","40475"
"CA-2021-111178","2021/6/15","2021/6/22","4","TD-20995","450","62301"
"CA-2018-168823","2018/9/21","2018/9/24","1","MA-17560","431","19143"
"CA-2021-124401","2021/9/7","2021/9/12","4","RD-19900","446","97206"
"US-2021-168802","2021/11/3","2021/11/7","4","JO-15145","518","98103"
"CA-2021-129378","2021/10/1","2021/10/2","1","NS-18505","506","95123"
"CA-2021-122077","2021/5/19","2021/5/25","4","JF-15295","436","75023"
"CA-2021-131625","2021/9/1","2021/9/5","3","BN-11515","381","10009"
"US-2019-128587","2019/12/24","2019/12/30","4","HM-14860","531","65807"
"CA-2021-118668","2021/1/2","2021/1/4","3","FW-14395","313","90032"
"CA-2019-129525","2019/11/15","2019/11/20","4","VP-21760","555","43615"
"US-2020-160206","2020/4/1","2020/4/7","4","MY-18295","348","53209"
"CA-2020-163951","2020/12/30","2021/1/2","1","CJ-11875","431","19140"
"CA-2019-144652","2019/11/20","2019/11/26","4","SN-20560","313","90008"
"CA-2021-106537","2021/8/12","2021/8/17","4","RH-19495","408","32839"
"CA-2021-109393","2021/6/30","2021/7/2","3","JC-15775","313","90032"
"CA-2021-123043","2021/8/24","2021/8/29","4","AH-10195","381","10024"
"CA-2021-148012","2021/12/9","2021/12/15","4","KM-16225","431","19143"
"CA-2019-138009","2019/11/29","2019/12/3","4","SF-20965","134","48126"
"CA-2021-166849","2021/4/20","2021/4/26","4","SJ-20125","91","60610"
"CA-2020-140634","2020/10/3","2020/10/6","3","HL-15040","240","77095"
"CA-2018-136399","2018/12/16","2018/12/17","1","CC-12100","313","90049"
"CA-2021-121195","2021/12/24","2021/12/27","1","NS-18505","127","75220"
"CA-2018-167927","2018/1/20","2018/1/26","4","XP-21865","587","48185"
"CA-2021-124940","2021/2/21","2021/2/26","4","DK-13090","78","75007"
"CA-2018-157609","2018/3/16","2018/3/21","3","KN-16705","452","27604"
"CA-2018-101147","2018/12/2","2018/12/4","1","MC-17575","91","60623"
"CA-2021-115427","2021/12/30","2022/1/3","4","EB-13975","171","94533"
"CA-2021-135909","2021/10/13","2021/10/20","4","JW-15220","486","95823"
"CA-2021-134978","2021/11/12","2021/11/15","3","EB-13705","381","10024"
"CA-2018-169460","2018/4/19","2018/4/21","3","NF-18595","506","95123"
"CA-2020-106397","2020/7/7","2020/7/13","4","MJ-17740","406","84057"
"CA-2021-167661","2021/10/5","2021/10/10","4","MP-18175","504","94110"
"CA-2020-110009","2020/9/8","2020/9/13","4","TR-21325","518","98103"
"CA-2020-113747","2020/5/28","2020/6/4","4","VD-21670","250","39212"
"CA-2021-101728","2021/8/19","2021/8/23","4","SC-20575","91","60653"
"CA-2020-144540","2020/9/5","2020/9/10","4","GH-14410","240","77070"
"CA-2019-148635","2019/7/25","2019/7/27","3","MH-18025","518","98115"
"CA-2019-102876","2019/9/7","2019/9/14","4","LR-17035","431","19134"
"CA-2021-144848","2021/4/4","2021/4/5","1","DS-13030","381","10009"
"CA-2019-116876","2019/2/14","2019/2/21","4","TT-21070","473","14609"
"CA-2018-109932","2018/12/9","2018/12/11","1","VP-21760","63","78521"
"CA-2019-135580","2019/12/30","2020/1/3","4","CL-12565","313","90049"
"CA-2018-160276","2018/4/2","2018/4/8","4","AH-10690","571","23464"
"CA-2021-163069","2021/8/18","2021/8/21","3","PJ-19015","110","43229"
"CA-2021-168655","2021/10/12","2021/10/18","4","ML-18040","4","87105"
"CA-2021-126662","2021/7/17","2021/7/21","4","AB-10255","313","90036"
"CA-2019-102855","2019/4/5","2019/4/6","2","JF-15415","529","99207"
"CA-2021-115364","2021/6/26","2021/7/2","4","OT-18730","503","92105"
"CA-2019-142692","2019/10/23","2019/10/28","4","AG-10495","518","98105"
"US-2020-140809","2020/2/1","2020/2/3","1","CK-12760","20","22204"
"CA-2020-166429","2020/9/2","2020/9/8","4","TG-21310","142","98198"
"CA-2021-100314","2021/9/29","2021/10/5","4","AS-10630","420","77506"
"CA-2021-162712","2021/6/18","2021/6/20","3","NK-18490","121","78415"
"CA-2021-124296","2021/12/24","2021/12/28","4","CS-12355","273","70506"
"CA-2021-134439","2021/9/18","2021/9/23","3","TM-21010","203","68801"
"CA-2020-104689","2020/12/1","2020/12/5","4","FH-14365","313","90004"
"CA-2021-102925","2021/11/5","2021/11/10","3","CD-12280","381","10024"
"CA-2021-111808","2021/12/16","2021/12/20","4","AR-10510","561","74133"
"CA-2018-108707","2018/10/24","2018/10/29","4","DB-12910","182","33311"
"CA-2021-145807","2021/2/9","2021/2/13","4","SB-20170","313","90032"
"US-2021-159205","2021/3/31","2021/4/2","3","DB-12910","226","42420"
"CA-2021-140298","2021/5/11","2021/5/17","4","JK-16120","31","78745"
"CA-2020-136049","2020/12/23","2020/12/28","4","NM-18520","54","43402"
"CA-2021-155292","2021/10/30","2021/11/1","1","RD-19810","467","40475"
"CA-2019-162369","2019/8/15","2019/8/19","4","TT-21265","313","90045"
"CA-2019-139731","2019/10/15","2019/10/15","2","JE-15745","9","79109"
"CA-2018-119375","2018/11/17","2018/11/22","4","YC-21895","382","19711"
"CA-2018-135993","2018/5/28","2018/6/2","4","PJ-18835","518","98115"
"CA-2020-105263","2020/8/6","2020/8/11","4","LM-17065","381","10024"
"CA-2021-127726","2021/9/11","2021/9/13","3","SS-20410","197","40324"
"CA-2021-169404","2021/4/9","2021/4/14","4","NC-18625","602","17403"
"CA-2021-154116","2021/12/15","2021/12/19","4","KM-16660","246","90301"
"CA-2020-114895","2020/11/21","2020/11/28","4","MV-18190","381","10035"
"US-2018-100853","2018/9/14","2018/9/19","4","JB-15400","91","60623"
"CA-2021-132178","2021/5/3","2021/5/8","3","DB-12970","313","90004"
"CA-2018-132787","2018/9/19","2018/9/23","4","MC-18130","518","98115"
"CA-2018-120411","2018/9/20","2018/9/23","1","SB-20185","91","60653"
"US-2020-144393","2020/10/28","2020/11/4","4","SM-20950","211","27834"
"US-2018-165862","2018/7/13","2018/7/17","4","GK-14620","313","90049"
"US-2019-168914","2019/5/21","2019/5/27","4","JE-15745","184","60423"
"CA-2021-141201","2021/12/9","2021/12/11","3","DB-12910","497","93905"
"CA-2019-113152","2019/12/25","2019/12/30","4","JK-15625","381","10024"
"CA-2018-122336","2018/4/13","2018/4/17","3","JD-15895","431","19140"
"CA-2019-111829","2019/3/19","2019/3/20","1","FH-14365","518","98115"
"CA-2018-109680","2018/10/6","2018/10/9","1","VP-21760","245","46203"
"CA-2020-163776","2020/7/19","2020/7/25","4","JS-16030","223","39401"
"CA-2021-100615","2021/4/20","2021/4/24","4","SJ-20215","91","60653"
"CA-2020-154739","2020/12/10","2020/12/15","3","LH-17155","504","94109"
"CA-2021-102946","2021/6/30","2021/7/5","4","VP-21730","289","89115"
"CA-2021-147207","2021/1/2","2021/1/4","3","TS-21655","160","79907"
"CA-2019-119697","2019/12/28","2019/12/31","3","EM-13960","431","19134"
"CA-2020-136686","2020/12/12","2020/12/16","4","RF-19840","419","91104"
"CA-2019-111073","2019/12/26","2019/12/30","4","MC-18100","336","44256"
"US-2020-129469","2020/9/23","2020/9/27","4","KL-16555","173","45014"
"CA-2021-132262","2021/9/21","2021/9/23","1","ML-18265","518","98103"
"CA-2021-130302","2021/9/14","2021/9/19","4","CY-12745","532","45503"
"CA-2019-158792","2019/12/26","2020/1/2","4","BD-11605","292","1841"
"CA-2019-137113","2019/12/1","2019/12/5","3","TW-21025","518","98105"
"US-2020-116729","2020/12/25","2020/12/28","1","GK-14620","313","90049"
"CA-2019-122210","2019/11/30","2019/12/4","4","WB-21850","431","19134"
"CA-2019-122259","2019/10/31","2019/11/4","4","HP-14815","249","49201"
"CA-2020-108735","2020/4/17","2020/4/21","4","JM-15535","280","90712"
"CA-2021-150266","2021/11/25","2021/11/30","4","RO-19780","240","77070"
"CA-2020-163636","2020/12/5","2020/12/9","3","MP-18175","91","60623"
"CA-2020-146010","2020/5/20","2020/5/23","1","EH-14125","103","80906"
"CA-2021-139717","2021/8/24","2021/8/26","3","DM-13015","284","43130"
"CA-2018-151001","2018/4/5","2018/4/7","1","JG-15805","136","62521"
"CA-2019-154956","2019/7/4","2019/7/9","4","IM-15070","348","53209"
"CA-2018-123064","2018/6/30","2018/7/2","1","RA-19915","91","60653"
"CA-2018-113768","2018/5/13","2018/5/19","4","AH-10030","313","90004"
"US-2020-114230","2020/11/27","2020/12/1","4","CM-12235","432","85023"
"CA-2021-154718","2021/1/19","2021/1/23","3","DL-12865","259","76248"
"CA-2020-106306","2020/3/8","2020/3/8","2","PG-18820","200","85301"
"CA-2020-106950","2020/9/2","2020/9/6","4","JE-15715","85","28205"
"CA-2018-132500","2018/9/8","2018/9/12","4","GZ-14470","504","94110"
"US-2021-146822","2021/6/9","2021/6/14","4","AG-10675","496","24153"
"CA-2018-133809","2018/11/18","2018/11/23","3","MS-17530","173","45014"
"US-2018-112795","2018/8/23","2018/8/28","3","CR-12625","205","49505"
"CA-2018-149594","2018/9/15","2018/9/19","4","MF-18250","431","19120"
"CA-2019-132374","2019/2/22","2019/2/24","3","PS-19045","535","48310"
"CA-2019-161214","2019/10/5","2019/10/8","3","SF-20965","593","19805"
"CA-2021-108070","2021/4/16","2021/4/20","4","JE-15745","506","95123"
"CA-2021-149489","2021/4/24","2021/4/27","1","DK-12835","431","19143"
"CA-2018-143413","2018/5/24","2018/5/30","4","RP-19390","34","21215"
"US-2020-100566","2020/9/3","2020/9/9","4","JK-16120","30","60505"
"CA-2018-134103","2018/1/30","2018/2/4","4","MV-18190","144","48234"
"CA-2018-136644","2018/6/16","2018/6/22","4","SC-20575","351","46544"
"US-2021-125808","2021/11/12","2021/11/15","3","EP-13915","313","90032"
"CA-2021-144225","2021/9/30","2021/10/2","3","CC-12475","34","21215"
"CA-2019-162621","2019/9/5","2019/9/11","4","CA-12055","240","77036"
"CA-2019-156524","2019/11/20","2019/11/26","4","DL-12865","381","10011"
"CA-2021-159366","2021/1/7","2021/1/10","1","BW-11110","144","48205"
"CA-2018-156314","2018/12/24","2018/12/26","1","RP-19390","97","44105"
"CA-2021-132199","2021/5/3","2021/5/8","4","BO-11350","431","19134"
"CA-2020-165470","2020/11/25","2020/11/30","4","HJ-14875","252","32216"
"CA-2019-124919","2019/5/31","2019/6/2","1","SP-20650","506","95123"
"CA-2021-133207","2021/11/27","2021/12/3","4","DO-13645","313","90036"
"CA-2018-118192","2018/1/13","2018/1/18","4","MM-17920","383","43055"
"CA-2018-140732","2018/11/11","2018/11/13","3","MA-17560","313","90004"
"CA-2020-128223","2020/6/14","2020/6/14","2","EB-13705","10","92804"
"CA-2018-151995","2018/10/13","2018/10/15","1","ZC-21910","158","98026"
"US-2021-153255","2021/9/3","2021/9/7","3","JK-15730","112","94521"
"CA-2018-146731","2018/11/3","2018/11/8","4","AT-10735","375","37211"
"CA-2021-144883","2021/8/15","2021/8/19","4","BO-11350","482","55113"
"CA-2018-116673","2018/12/15","2018/12/19","3","JO-15280","503","92037"
"CA-2020-145842","2020/6/17","2020/6/20","3","FM-14380","381","10024"
"US-2018-159926","2018/11/18","2018/11/22","4","CS-11950","431","19140"
"US-2021-132381","2021/8/22","2021/8/24","1","Dp-13240","431","19143"
"CA-2021-135587","2021/12/7","2021/12/12","4","BH-11710","223","39401"
"CA-2018-130274","2018/5/3","2018/5/5","1","JS-15940","17","54915"
"CA-2021-112753","2021/6/18","2021/6/23","4","CC-12670","313","90032"
"CA-2020-108434","2020/12/5","2020/12/7","3","JG-15160","381","10024"
"CA-2021-159352","2021/3/12","2021/3/17","4","KB-16585","317","1852"
"US-2018-112914","2018/9/25","2018/9/30","4","MT-18070","240","77041"
"CA-2021-100055","2021/5/28","2021/6/1","4","MD-17860","290","20707"
"CA-2021-124576","2021/8/1","2021/8/4","3","HK-14890","497","93905"
"CA-2018-123316","2018/10/13","2018/10/17","4","SP-20545","367","10550"
"CA-2020-161543","2020/5/10","2020/5/16","4","RD-19720","518","98105"
"US-2018-127635","2018/9/14","2018/9/18","3","SC-20260","121","78415"
"CA-2021-135419","2021/11/3","2021/11/9","4","BG-11740","33","93309"
"CA-2019-130456","2019/8/21","2019/8/26","4","DS-13180","504","94122"
"CA-2021-113705","2021/3/27","2021/3/29","3","LC-16870","468","23223"
"CA-2020-101168","2020/12/25","2021/1/1","4","SS-20140","374","3060"
"CA-2021-161130","2021/11/3","2021/11/8","4","BF-11275","344","33178"
"US-2021-113201","2021/6/30","2021/7/5","4","TT-21220","313","90045"
"CA-2019-117884","2019/3/22","2019/3/22","2","DC-13285","437","33317"
"CA-2020-129868","2020/12/26","2020/12/31","4","MC-18130","313","90004"
"CA-2018-106719","2018/8/24","2018/8/24","2","RB-19645","46","59102"
"CA-2019-149650","2019/10/24","2019/10/27","1","RD-19660","396","94601"
"CA-2020-130162","2020/10/28","2020/11/1","4","JH-15910","313","90032"
"CA-2018-123400","2018/2/2","2018/2/9","4","EB-13930","494","33710"
"CA-2020-130820","2020/11/15","2020/11/15","2","ON-18715","70","27217"
"US-2018-120740","2018/4/15","2018/4/15","2","PS-18970","313","90049"
"US-2021-100398","2021/8/19","2021/8/23","4","DO-13435","498","84106"
"CA-2021-167976","2021/11/11","2021/11/14","3","JL-15505","1","57401"
"CA-2018-130918","2018/8/22","2018/8/24","3","JP-15520","392","33161"
"CA-2020-112669","2020/4/14","2020/4/14","2","KT-16465","200","85301"
"CA-2018-133424","2018/3/30","2018/4/4","4","Dl-13600","518","98105"
"US-2021-148768","2021/11/30","2021/12/2","3","PN-18775","344","33180"
"CA-2021-121909","2021/7/31","2021/8/5","4","EA-14035","431","19134"
"CA-2020-144764","2020/9/2","2020/9/8","4","RL-19615","91","60623"
"US-2021-101784","2021/7/6","2021/7/11","4","PO-18850","313","90008"
"CA-2018-138513","2018/5/23","2018/5/27","4","EH-13990","42","98006"
"CA-2019-135545","2019/11/24","2019/11/30","4","KM-16720","313","90004"
"CA-2020-158099","2020/9/3","2020/9/5","1","PK-18910","431","19143"
"CA-2021-122007","2021/3/18","2021/3/20","3","JK-15325","313","90032"
"CA-2020-153353","2020/8/18","2020/8/24","4","GG-14650","381","10035"
"CA-2020-133669","2020/10/21","2020/10/27","4","SV-20935","110","43229"
"CA-2021-103443","2021/12/17","2021/12/23","4","AT-10735","381","10009"
"CA-2018-130729","2018/10/24","2018/10/29","4","AA-10375","453","91730"
"CA-2021-105053","2021/7/7","2021/7/9","3","CS-12355","309","11561"
"US-2019-164357","2019/11/25","2019/11/29","4","SF-20065","594","28403"
"US-2018-150434","2018/7/19","2018/7/24","4","CA-12310","59","6010"
"CA-2020-158778","2020/9/5","2020/9/9","4","DB-13210","431","19134"
"CA-2021-105914","2021/10/2","2021/10/8","4","PV-18985","313","90036"
"CA-2020-168361","2020/6/21","2020/6/25","4","KB-16600","91","60623"
"CA-2021-102736","2021/9/5","2021/9/9","4","LP-17095","266","37918"
"CA-2021-117485","2021/9/23","2021/9/29","4","BD-11320","561","74133"
"CA-2019-136728","2019/9/13","2019/9/17","3","AG-10900","91","60623"
"US-2020-115441","2020/7/25","2020/7/28","3","SH-19975","348","53209"
"CA-2021-157091","2021/6/26","2021/7/1","4","DB-13405","269","46350"
"CA-2019-165554","2019/5/18","2019/5/22","4","AJ-10780","313","90004"
"US-2018-103905","2018/7/14","2018/7/20","4","AW-10930","30","60505"
"US-2021-101721","2021/7/23","2021/7/27","4","MY-17380","91","60623"
"CA-2021-116113","2021/10/2","2021/10/6","3","JW-15220","360","36116"
"CA-2020-120082","2020/3/25","2020/3/27","3","DK-12835","381","10024"
"CA-2021-101042","2021/11/19","2021/11/23","4","AB-10105","226","42420"
"CA-2019-124975","2019/6/22","2019/6/25","1","MG-17875","30","60505"
"CA-2021-167941","2021/11/6","2021/11/9","3","JF-15565","177","28314"
"CA-2019-162166","2019/9/8","2019/9/11","1","NM-18520","362","92553"
"CA-2021-135307","2021/11/26","2021/11/27","1","LS-17245","199","64118"
"US-2018-167633","2018/9/30","2018/10/5","4","BW-11200","55","33437"
"US-2021-151127","2021/5/22","2021/5/25","1","RL-19615","313","90049"
"CA-2019-148873","2019/10/1","2019/10/5","4","EM-13960","450","62301"
"US-2021-166611","2021/3/28","2021/4/2","4","CK-12760","252","32216"
"CA-2021-105214","2021/6/16","2021/6/19","1","TS-21610","504","94122"
"CA-2020-164511","2020/11/19","2020/11/24","4","DJ-13630","381","10024"
"CA-2021-132430","2021/10/9","2021/10/11","1","CP-12085","282","44107"
"CA-2018-127859","2018/3/17","2018/3/20","3","QJ-19255","431","19134"
"US-2021-125717","2021/9/28","2021/10/1","1","DS-13030","29","80013"
"CA-2019-109337","2019/11/21","2019/11/23","3","DL-13330","291","46226"
"CA-2020-139395","2020/12/12","2020/12/18","4","MG-17650","249","49201"
"CA-2021-143455","2021/11/11","2021/11/18","4","ML-17755","532","45503"
"US-2020-168620","2020/12/24","2020/12/28","3","RB-19795","85","28205"
"CA-2021-102155","2021/7/13","2021/7/17","4","RR-19525","411","66212"
"CA-2021-161984","2021/4/10","2021/4/15","4","SJ-20125","378","8901"
"CA-2021-154907","2021/3/31","2021/4/4","4","DS-13180","9","79109"
"US-2019-164448","2019/10/31","2019/11/4","3","DK-12835","497","93905"
"CA-2021-138156","2021/2/11","2021/2/14","1","MM-17260","110","43229"
"CA-2020-125206","2020/1/3","2020/1/5","1","LR-16915","313","90045"
"CA-2019-123505","2019/11/22","2019/11/26","4","AR-10540","451","2169"
"US-2021-107979","2021/6/8","2021/6/13","4","FO-14305","200","85301"
"CA-2020-119683","2020/3/12","2020/3/16","3","CK-12595","381","10024"
"CA-2020-162614","2020/10/7","2020/10/13","4","TB-21250","313","90049"
"CA-2021-142636","2021/11/3","2021/11/7","4","KC-16675","518","98105"
"CA-2018-125514","2018/9/21","2018/9/22","1","BM-11650","403","68104"
"CA-2021-160899","2021/8/11","2021/8/13","3","DR-12940","275","70601"
"CA-2021-127180","2021/10/22","2021/10/24","1","TA-21385","381","10024"
"CA-2021-133263","2021/3/31","2021/4/2","3","JE-15610","24","30318"
"CA-2019-138898","2019/5/25","2019/5/29","4","JH-16180","449","81001"
"US-2019-126214","2019/12/21","2019/12/24","3","JS-15880","518","98103"
"US-2020-108455","2020/12/2","2020/12/8","4","MK-18160","504","94122"
"US-2018-143707","2018/3/1","2018/3/5","4","HR-14770","381","10035"
"CA-2018-117709","2018/5/4","2018/5/8","4","PM-18940","249","49201"
"CA-2021-123967","2021/11/1","2021/11/3","3","SF-20200","43","98226"
"CA-2018-163447","2018/12/27","2018/12/31","4","TB-21190","381","10011"
"CA-2018-141173","2018/11/18","2018/11/20","3","JC-16105","349","55407"
"CA-2018-166590","2018/10/29","2018/11/2","4","NC-18625","109","47201"
"US-2020-155173","2020/3/6","2020/3/10","4","JB-16045","431","19120"
"CA-2020-111115","2020/7/25","2020/7/27","3","LB-16735","313","90032"
"CA-2018-114251","2018/11/5","2018/11/10","4","MD-17350","431","19143"
"CA-2019-110632","2019/3/17","2019/3/22","3","HR-14830","381","10009"
"CA-2021-132682","2021/6/8","2021/6/10","3","TH-21235","127","75081"
"US-2018-117968","2018/8/5","2018/8/7","3","RS-19420","340","6450"
"CA-2020-140571","2020/3/15","2020/3/19","4","SJ-20125","250","39212"
"CA-2019-149587","2019/1/31","2019/2/5","3","KB-16315","349","55407"
"US-2019-164966","2019/7/30","2019/8/1","1","GH-14410","279","55044"
"CA-2021-110940","2021/7/23","2021/7/28","4","AZ-10750","589","60090"
"CA-2019-154326","2019/2/15","2019/2/19","4","RP-19855","261","53142"
"CA-2021-119193","2021/12/22","2021/12/24","1","SK-19990","555","43615"
"CA-2021-129021","2021/8/23","2021/8/26","3","PO-18850","541","32303"
"CA-2019-138954","2019/11/15","2019/11/17","1","MH-17785","381","10035"
"CA-2020-157217","2020/7/19","2020/7/21","1","TC-21535","504","94110"
"US-2021-166324","2021/4/20","2021/4/21","1","BE-11455","97","44105"
"CA-2020-158302","2020/12/8","2020/12/12","3","JB-16045","110","43229"
"US-2018-134733","2018/9/23","2018/9/28","4","BM-11650","503","92037"
"CA-2021-129567","2021/3/17","2021/3/21","3","CL-12565","283","93534"
"CA-2021-146192","2021/4/22","2021/4/26","4","BD-11725","108","31907"
"CA-2020-111913","2020/8/4","2020/8/6","3","LC-16930","486","95823"
"CA-2019-136700","2019/12/6","2019/12/11","3","DB-13120","513","93101"
"CA-2021-119004","2021/11/23","2021/11/28","4","JM-15250","85","28205"
"US-2020-155103","2020/12/2","2020/12/7","4","JF-15190","381","10024"
"CA-2018-144666","2018/11/9","2018/11/11","3","JP-15520","504","94110"
"CA-2020-140046","2020/7/28","2020/8/3","4","KM-16660","313","90032"
"CA-2019-137925","2019/11/30","2019/12/4","4","JL-15235","381","10035"
"CA-2021-140053","2021/7/3","2021/7/10","4","CA-12265","175","87401"
"CA-2021-148404","2021/10/7","2021/10/11","4","Dp-13240","85","28205"
"CA-2021-150497","2021/7/20","2021/7/24","4","SM-20950","326","55369"
"US-2019-161991","2019/9/26","2019/9/28","3","SC-20725","240","77070"
"CA-2020-147683","2020/11/13","2020/11/17","4","PO-19180","518","98103"
"US-2020-139087","2020/7/17","2020/7/22","3","DK-13375","518","98105"
"CA-2021-107503","2021/1/1","2021/1/6","4","GA-14725","312","44052"
"CA-2019-140718","2019/7/2","2019/7/4","1","FA-14230","452","27604"
"US-2018-141257","2018/6/8","2018/6/14","4","CS-11950","518","98115"
"CA-2019-129546","2019/9/28","2019/10/5","4","RP-19855","313","90032"
"CA-2019-109386","2019/11/8","2019/11/13","3","RH-19600","220","23666"
"CA-2021-123239","2021/7/27","2021/7/31","3","MG-18145","252","32216"
"CA-2021-120719","2021/3/23","2021/3/26","1","SJ-20125","518","98105"
"CA-2018-120852","2018/12/20","2018/12/25","4","WB-21850","204","75051"
"CA-2020-166772","2020/9/20","2020/9/24","4","HJ-14875","518","98105"
"CA-2018-155796","2018/11/11","2018/11/15","3","TS-21430","455","19601"
"CA-2021-168900","2021/5/4","2021/5/9","4","SH-20395","532","45503"
"CA-2021-103877","2021/9/7","2021/9/14","4","RD-19660","244","64055"
"CA-2018-120838","2018/3/23","2018/3/26","3","PO-18865","313","90036"
"CA-2021-130526","2021/11/26","2021/11/29","1","GT-14755","475","61107"
"CA-2019-132465","2019/9/11","2019/9/15","3","DM-13525","381","10035"
"CA-2021-130631","2021/12/29","2022/1/2","4","BS-11755","158","98026"
"CA-2020-136406","2020/4/15","2020/4/17","3","BD-11320","504","94110"
"CA-2020-117604","2020/9/4","2020/9/9","4","JP-15520","257","72401"
"US-2018-126571","2018/10/11","2018/10/15","4","JF-15565","431","19120"
"CA-2018-130813","2018/1/6","2018/1/8","3","LS-17230","313","90049"
"CA-2020-109911","2020/5/12","2020/5/16","4","VG-21805","571","23464"
"CA-2020-120005","2020/3/3","2020/3/3","2","TS-21160","504","94110"
